Year,Kommune,Species,Group,Taken game,Taken game group
2020,Hjørring,Muflon,Hovdyr,0,3461
2020,Hjørring,Rådyr,Hovdyr,3272,3461
2020,Hjørring,Sika,Hovdyr,0,3461
2020,Hjørring,Vildsvin,Hovdyr,0,3461
2020,Hjørring,Hare,Støttetandede,360,372
2020,Hjørring,Kanin,Støttetandede,12,372
2020,Hjørring,Husmår,Rovdyr,68,1073
2020,Hjørring,Ilder,Rovdyr,3,1073
2020,Hjørring,Mårhund,Rovdyr,68,1073
2020,Hjørring,Ræv,Rovdyr,934,1073
2020,Hjørring,Sumpbæver,Rovdyr,0,1073
2020,Hjørring,Husskade,Kragefugle,275,5085
2020,Hjørring,Krage,Kragefugle,2311,5085
2020,Hjørring,Råge,Kragefugle,2450,5085
2020,Hjørring,Skarv,Kragefugle,49,5085
2020,Hjørring,Måge,Måger,0,260
2020,Hjørring,Sølvmåge,Måger,260,260
2020,Hjørring,Ringdue,Duer,1574,1610
2020,Hjørring,Tyrkerdue,Duer,36,1610
2020,Holbæk,Agerhøne,Hønsefugle,867,30195
2020,Holbæk,Fasan,Hønsefugle,29328,30195
2020,Holbæk,Atlingand,Andefugle,13,23532
2020,Holbæk,Bjergand,Andefugle,27,23532
2020,Holbæk,Ederfugl,Andefugle,520,23532
2020,Holbæk,Fløjlsand,Andefugle,12,23532
2020,Holbæk,Gråand,Andefugle,16951,23532
2020,Holbæk,Havlit,Andefugle,15,23532
2020,Holbæk,Hvinand,Andefugle,131,23532
2020,Holbæk,Knarand,Andefugle,80,23532
2020,Holbæk,Krikand,Andefugle,3258,23532
2020,Holbæk,Pibeand,Andefugle,2148,23532
2020,Holbæk,Skeand,Andefugle,21,23532
2020,Holbæk,Sortand,Andefugle,104,23532
2020,Holbæk,Spidsand,Andefugle,47,23532
2020,Holbæk,Taffeland,Andefugle,4,23532
2020,Holbæk,Troldand,Andefugle,201,23532
2020,Holbæk,Bekkasiner,Vadefugle,0,647
2020,Holbæk,Blishøne,Vadefugle,275,647
2020,Holbæk,Dobbeltbekkasin,Vadefugle,38,647
2020,Holbæk,Skovsneppe,Vadefugle,334,647
2020,Holbæk,Blisgås,Gæs,121,2154
2020,Holbæk,Bramgås,Gæs,86,2154
2020,Holbæk,Canadagås,Gæs,277,2154
2020,Holbæk,Grågås,Gæs,1629,2154
2020,Holbæk,Gås,Gæs,0,2154
2020,Holbæk,Kortnæbbet gås,Gæs,35,2154
2020,Holbæk,Nilgås,Gæs,2,2154
2020,Holbæk,Sædgås,Gæs,4,2154
2020,Holbæk,Dådyr,Hovdyr,147,2136
2020,Holbæk,Krondyr,Hovdyr,190,2136
2020,Holbæk,Muflon,Hovdyr,8,2136
2020,Holbæk,Rådyr,Hovdyr,1789,2136
2020,Holbæk,Sika,Hovdyr,2,2136
2020,Holbæk,Vildsvin,Hovdyr,0,2136
2020,Holbæk,Hare,Støttetandede,761,776
2020,Holbæk,Kanin,Støttetandede,15,776
2020,Holbæk,Husmår,Rovdyr,14,637
2020,Holbæk,Ilder,Rovdyr,38,637
2020,Holbæk,Mårhund,Rovdyr,0,637
2020,Holbæk,Ræv,Rovdyr,585,637
2020,Holbæk,Sumpbæver,Rovdyr,0,637
2020,Holbæk,Husskade,Kragefugle,804,6997
2020,Holbæk,Krage,Kragefugle,2213,6997
2020,Holbæk,Råge,Kragefugle,3936,6997
2020,Holbæk,Skarv,Kragefugle,44,6997
2020,Holbæk,Måge,Måger,0,171
2020,Holbæk,Sølvmåge,Måger,171,171
2020,Holbæk,Ringdue,Duer,8041,8113
2020,Holbæk,Tyrkerdue,Duer,72,8113
2020,Holstebro,Agerhøne,Hønsefugle,50,1182
2020,Holstebro,Fasan,Hønsefugle,1132,1182
2020,Holstebro,Atlingand,Andefugle,4,5846
2020,Holstebro,Bjergand,Andefugle,3,5846
2020,Holstebro,Ederfugl,Andefugle,11,5846
2020,Holstebro,Fløjlsand,Andefugle,0,5846
2020,Holstebro,Gråand,Andefugle,2493,5846
2020,Holstebro,Havlit,Andefugle,0,5846
2020,Holstebro,Hvinand,Andefugle,160,5846
2020,Holstebro,Knarand,Andefugle,86,5846
2020,Holstebro,Krikand,Andefugle,2032,5846
2020,Holstebro,Pibeand,Andefugle,923,5846
2020,Holstebro,Skeand,Andefugle,23,5846
2020,Holstebro,Sortand,Andefugle,2,5846
2020,Holstebro,Spidsand,Andefugle,84,5846
2020,Holstebro,Taffeland,Andefugle,5,5846
2020,Holstebro,Troldand,Andefugle,20,5846
2020,Holstebro,Bekkasiner,Vadefugle,0,3230
2020,Holstebro,Blishøne,Vadefugle,18,3230
2020,Holstebro,Dobbeltbekkasin,Vadefugle,609,3230
2020,Holstebro,Skovsneppe,Vadefugle,2603,3230
2020,Holstebro,Blisgås,Gæs,11,600
2020,Holstebro,Bramgås,Gæs,47,600
2020,Holstebro,Canadagås,Gæs,3,600
2020,Holstebro,Grågås,Gæs,397,600
2020,Holstebro,Gås,Gæs,0,600
2020,Holstebro,Kortnæbbet gås,Gæs,133,600
2020,Holstebro,Nilgås,Gæs,9,600
2020,Holstebro,Sædgås,Gæs,0,600
2020,Holstebro,Dådyr,Hovdyr,158,2201
2020,Holstebro,Krondyr,Hovdyr,558,2201
2020,Holstebro,Muflon,Hovdyr,0,2201
2020,Holstebro,Rådyr,Hovdyr,1467,2201
2020,Holstebro,Sika,Hovdyr,0,2201
2020,Holstebro,Vildsvin,Hovdyr,18,2201
2020,Holstebro,Hare,Støttetandede,303,303
2020,Holstebro,Kanin,Støttetandede,0,303
2020,Holstebro,Husmår,Rovdyr,22,928
2020,Holstebro,Ilder,Rovdyr,0,928
2020,Holstebro,Mårhund,Rovdyr,259,928
2020,Holstebro,Ræv,Rovdyr,647,928
2020,Holstebro,Sumpbæver,Rovdyr,0,928
2020,Holstebro,Husskade,Kragefugle,201,2412
2020,Holstebro,Krage,Kragefugle,1085,2412
2020,Holstebro,Råge,Kragefugle,430,2412
2020,Holstebro,Skarv,Kragefugle,696,2412
2020,Holstebro,Måge,Måger,0,686
2020,Holstebro,Sølvmåge,Måger,686,686
2020,Holstebro,Ringdue,Duer,1029,1033
2020,Holstebro,Tyrkerdue,Duer,4,1033
2020,Horsens,Agerhøne,Hønsefugle,302,6614
2020,Horsens,Fasan,Hønsefugle,6312,6614
2020,Horsens,Atlingand,Andefugle,0,5159
2020,Horsens,Bjergand,Andefugle,0,5159
2020,Horsens,Ederfugl,Andefugle,581,5159
2020,Horsens,Fløjlsand,Andefugle,1,5159
2020,Horsens,Gråand,Andefugle,3156,5159
2020,Horsens,Havlit,Andefugle,0,5159
2020,Horsens,Hvinand,Andefugle,308,5159
2020,Horsens,Knarand,Andefugle,0,5159
2020,Horsens,Krikand,Andefugle,567,5159
2020,Horsens,Pibeand,Andefugle,423,5159
2020,Horsens,Skeand,Andefugle,10,5159
2020,Horsens,Sortand,Andefugle,74,5159
2020,Horsens,Spidsand,Andefugle,19,5159
2020,Horsens,Taffeland,Andefugle,1,5159
2020,Horsens,Troldand,Andefugle,19,5159
2020,Horsens,Bekkasiner,Vadefugle,0,646
2020,Horsens,Blishøne,Vadefugle,36,646
2020,Horsens,Dobbeltbekkasin,Vadefugle,98,646
2020,Horsens,Skovsneppe,Vadefugle,512,646
2020,Horsens,Blisgås,Gæs,7,671
2020,Horsens,Bramgås,Gæs,10,671
2020,Horsens,Canadagås,Gæs,10,671
2020,Horsens,Grågås,Gæs,633,671
2020,Horsens,Gås,Gæs,0,671
2020,Horsens,Kortnæbbet gås,Gæs,6,671
2020,Horsens,Nilgås,Gæs,5,671
2020,Horsens,Sædgås,Gæs,0,671
2020,Horsens,Dådyr,Hovdyr,38,1190
2020,Horsens,Krondyr,Hovdyr,58,1190
2020,Horsens,Muflon,Hovdyr,5,1190
2020,Horsens,Rådyr,Hovdyr,1088,1190
2020,Horsens,Sika,Hovdyr,1,1190
2020,Horsens,Vildsvin,Hovdyr,0,1190
2020,Horsens,Hare,Støttetandede,425,4519
2020,Horsens,Kanin,Støttetandede,4094,4519
2020,Horsens,Husmår,Rovdyr,50,747
2020,Horsens,Ilder,Rovdyr,14,747
2020,Horsens,Mårhund,Rovdyr,171,747
2020,Horsens,Ræv,Rovdyr,512,747
2020,Horsens,Sumpbæver,Rovdyr,0,747
2020,Horsens,Husskade,Kragefugle,314,3216
2020,Horsens,Krage,Kragefugle,993,3216
2020,Horsens,Råge,Kragefugle,1892,3216
2020,Horsens,Skarv,Kragefugle,17,3216
2020,Horsens,Måge,Måger,0,237
2020,Horsens,Sølvmåge,Måger,237,237
2020,Horsens,Ringdue,Duer,868,872
2020,Horsens,Tyrkerdue,Duer,4,872
2020,Hvidovre,Agerhøne,Hønsefugle,0,9
2020,Hvidovre,Fasan,Hønsefugle,9,9
2020,Hvidovre,Atlingand,Andefugle,0,9
2020,Hvidovre,Bjergand,Andefugle,0,9
2020,Hvidovre,Ederfugl,Andefugle,0,9
2020,Hvidovre,Fløjlsand,Andefugle,0,9
2020,Hvidovre,Gråand,Andefugle,3,9
2020,Hvidovre,Havlit,Andefugle,0,9
2020,Hvidovre,Hvinand,Andefugle,0,9
2020,Hvidovre,Knarand,Andefugle,2,9
2020,Hvidovre,Krikand,Andefugle,2,9
2020,Hvidovre,Pibeand,Andefugle,0,9
2020,Hvidovre,Skeand,Andefugle,1,9
2020,Hvidovre,Sortand,Andefugle,0,9
2020,Hvidovre,Spidsand,Andefugle,0,9
2020,Hvidovre,Taffeland,Andefugle,0,9
2020,Hvidovre,Troldand,Andefugle,1,9
2020,Hvidovre,Bekkasiner,Vadefugle,0,0
2020,Hvidovre,Blishøne,Vadefugle,0,0
2020,Hvidovre,Dobbeltbekkasin,Vadefugle,0,0
2020,Hvidovre,Skovsneppe,Vadefugle,0,0
2020,Hvidovre,Blisgås,Gæs,0,0
2020,Hvidovre,Bramgås,Gæs,0,0
2020,Hvidovre,Canadagås,Gæs,0,0
2020,Hvidovre,Grågås,Gæs,0,0
2020,Hvidovre,Gås,Gæs,0,0
2020,Hvidovre,Kortnæbbet gås,Gæs,0,0
2020,Hvidovre,Nilgås,Gæs,0,0
2020,Hvidovre,Sædgås,Gæs,0,0
2020,Hvidovre,Dådyr,Hovdyr,0,3
2020,Hvidovre,Krondyr,Hovdyr,0,3
2020,Hvidovre,Muflon,Hovdyr,0,3
2020,Hvidovre,Rådyr,Hovdyr,3,3
2020,Hvidovre,Sika,Hovdyr,0,3
2020,Hvidovre,Vildsvin,Hovdyr,0,3
2020,Hvidovre,Hare,Støttetandede,0,0
2020,Hvidovre,Kanin,Støttetandede,0,0
2020,Hvidovre,Husmår,Rovdyr,0,0
2020,Hvidovre,Ilder,Rovdyr,0,0
2020,Hvidovre,Mårhund,Rovdyr,0,0
2020,Hvidovre,Ræv,Rovdyr,0,0
2020,Hvidovre,Sumpbæver,Rovdyr,0,0
2020,Hvidovre,Husskade,Kragefugle,13,26
2020,Hvidovre,Krage,Kragefugle,6,26
2020,Hvidovre,Råge,Kragefugle,7,26
2020,Hvidovre,Skarv,Kragefugle,0,26
2020,Hvidovre,Måge,Måger,0,19
2020,Hvidovre,Sølvmåge,Måger,19,19
2020,Hvidovre,Ringdue,Duer,5,5
2020,Hvidovre,Tyrkerdue,Duer,0,5
2020,Høje-Taastrup,Agerhøne,Hønsefugle,11,495
2020,Høje-Taastrup,Fasan,Hønsefugle,484,495
2020,Høje-Taastrup,Atlingand,Andefugle,0,953
2020,Høje-Taastrup,Bjergand,Andefugle,0,953
2020,Høje-Taastrup,Ederfugl,Andefugle,0,953
2020,Høje-Taastrup,Fløjlsand,Andefugle,0,953
2020,Høje-Taastrup,Gråand,Andefugle,777,953
2020,Høje-Taastrup,Havlit,Andefugle,0,953
2020,Høje-Taastrup,Hvinand,Andefugle,0,953
2020,Høje-Taastrup,Knarand,Andefugle,0,953
2020,Høje-Taastrup,Krikand,Andefugle,71,953
2020,Høje-Taastrup,Pibeand,Andefugle,27,953
2020,Høje-Taastrup,Skeand,Andefugle,0,953
2020,Høje-Taastrup,Sortand,Andefugle,0,953
2020,Høje-Taastrup,Spidsand,Andefugle,0,953
2020,Høje-Taastrup,Taffeland,Andefugle,0,953
2020,Høje-Taastrup,Troldand,Andefugle,78,953
2020,Høje-Taastrup,Bekkasiner,Vadefugle,0,21
2020,Høje-Taastrup,Blishøne,Vadefugle,9,21
2020,Høje-Taastrup,Dobbeltbekkasin,Vadefugle,1,21
2020,Høje-Taastrup,Skovsneppe,Vadefugle,11,21
2020,Høje-Taastrup,Blisgås,Gæs,2,39
2020,Høje-Taastrup,Bramgås,Gæs,0,39
2020,Høje-Taastrup,Canadagås,Gæs,0,39
2020,Høje-Taastrup,Grågås,Gæs,36,39
2020,Høje-Taastrup,Gås,Gæs,0,39
2020,Høje-Taastrup,Kortnæbbet gås,Gæs,1,39
2020,Høje-Taastrup,Nilgås,Gæs,0,39
2020,Høje-Taastrup,Sædgås,Gæs,0,39
2020,Høje-Taastrup,Dådyr,Hovdyr,3,117
2020,Høje-Taastrup,Krondyr,Hovdyr,0,117
2020,Høje-Taastrup,Muflon,Hovdyr,0,117
2020,Høje-Taastrup,Rådyr,Hovdyr,111,117
2020,Høje-Taastrup,Sika,Hovdyr,0,117
2020,Høje-Taastrup,Vildsvin,Hovdyr,3,117
2020,Høje-Taastrup,Hare,Støttetandede,21,21
2020,Høje-Taastrup,Kanin,Støttetandede,0,21
2020,Høje-Taastrup,Husmår,Rovdyr,2,87
2020,Høje-Taastrup,Ilder,Rovdyr,5,87
2020,Høje-Taastrup,Mårhund,Rovdyr,0,87
2020,Høje-Taastrup,Ræv,Rovdyr,80,87
2020,Høje-Taastrup,Sumpbæver,Rovdyr,0,87
2020,Høje-Taastrup,Husskade,Kragefugle,140,365
2020,Høje-Taastrup,Krage,Kragefugle,184,365
2020,Høje-Taastrup,Råge,Kragefugle,41,365
2020,Høje-Taastrup,Skarv,Kragefugle,0,365
2020,Høje-Taastrup,Måge,Måger,0,6
2020,Høje-Taastrup,Sølvmåge,Måger,6,6
2020,Høje-Taastrup,Ringdue,Duer,2208,2212
2020,Høje-Taastrup,Tyrkerdue,Duer,4,2212
2020,Hørsholm,Agerhøne,Hønsefugle,0,242
2020,Hørsholm,Fasan,Hønsefugle,242,242
2020,Hørsholm,Atlingand,Andefugle,6,372
2020,Hørsholm,Bjergand,Andefugle,0,372
2020,Hørsholm,Ederfugl,Andefugle,0,372
2020,Hørsholm,Fløjlsand,Andefugle,0,372
2020,Hørsholm,Gråand,Andefugle,363,372
2020,Hørsholm,Havlit,Andefugle,0,372
2020,Hørsholm,Hvinand,Andefugle,0,372
2020,Hørsholm,Knarand,Andefugle,0,372
2020,Hørsholm,Krikand,Andefugle,3,372
2020,Hørsholm,Pibeand,Andefugle,0,372
2020,Hørsholm,Skeand,Andefugle,0,372
2020,Hørsholm,Sortand,Andefugle,0,372
2020,Hørsholm,Spidsand,Andefugle,0,372
2020,Hørsholm,Taffeland,Andefugle,0,372
2020,Hørsholm,Troldand,Andefugle,0,372
2020,Hørsholm,Bekkasiner,Vadefugle,0,7
2020,Hørsholm,Blishøne,Vadefugle,5,7
2020,Hørsholm,Dobbeltbekkasin,Vadefugle,1,7
2020,Hørsholm,Skovsneppe,Vadefugle,1,7
2020,Hørsholm,Blisgås,Gæs,0,22
2020,Hørsholm,Bramgås,Gæs,0,22
2020,Hørsholm,Canadagås,Gæs,0,22
2020,Hørsholm,Grågås,Gæs,22,22
2020,Hørsholm,Gås,Gæs,0,22
2020,Hørsholm,Kortnæbbet gås,Gæs,0,22
2020,Hørsholm,Nilgås,Gæs,0,22
2020,Hørsholm,Sædgås,Gæs,0,22
2020,Hørsholm,Dådyr,Hovdyr,4,64
2020,Hørsholm,Krondyr,Hovdyr,1,64
2020,Hørsholm,Muflon,Hovdyr,1,64
2020,Hørsholm,Rådyr,Hovdyr,58,64
2020,Hørsholm,Sika,Hovdyr,0,64
2020,Hørsholm,Vildsvin,Hovdyr,0,64
2020,Hørsholm,Hare,Støttetandede,2,2
2020,Hørsholm,Kanin,Støttetandede,0,2
2020,Hørsholm,Husmår,Rovdyr,0,22
2020,Hørsholm,Ilder,Rovdyr,0,22
2020,Hørsholm,Mårhund,Rovdyr,0,22
2020,Hørsholm,Ræv,Rovdyr,22,22
2020,Hørsholm,Sumpbæver,Rovdyr,0,22
2020,Hørsholm,Husskade,Kragefugle,8,19
2020,Hørsholm,Krage,Kragefugle,11,19
2020,Hørsholm,Råge,Kragefugle,0,19
2020,Hørsholm,Skarv,Kragefugle,0,19
2020,Hørsholm,Måge,Måger,0,0
2020,Hørsholm,Sølvmåge,Måger,0,0
2020,Hørsholm,Ringdue,Duer,13,14
2020,Hørsholm,Tyrkerdue,Duer,1,14
2020,Ikast-Brande,Agerhøne,Hønsefugle,289,3528
2020,Ikast-Brande,Fasan,Hønsefugle,3239,3528
2020,Ikast-Brande,Atlingand,Andefugle,0,2900
2020,Ikast-Brande,Bjergand,Andefugle,3,2900
2020,Ikast-Brande,Ederfugl,Andefugle,20,2900
2020,Ikast-Brande,Fløjlsand,Andefugle,0,2900
2020,Ikast-Brande,Gråand,Andefugle,2486,2900
2020,Ikast-Brande,Havlit,Andefugle,0,2900
2020,Ikast-Brande,Hvinand,Andefugle,0,2900
2020,Ikast-Brande,Knarand,Andefugle,0,2900
2020,Ikast-Brande,Krikand,Andefugle,332,2900
2020,Ikast-Brande,Pibeand,Andefugle,47,2900
2020,Ikast-Brande,Skeand,Andefugle,0,2900
2020,Ikast-Brande,Sortand,Andefugle,8,2900
2020,Ikast-Brande,Spidsand,Andefugle,1,2900
2020,Ikast-Brande,Taffeland,Andefugle,0,2900
2020,Ikast-Brande,Troldand,Andefugle,3,2900
2020,Ikast-Brande,Bekkasiner,Vadefugle,0,870
2020,Ikast-Brande,Blishøne,Vadefugle,0,870
2020,Ikast-Brande,Dobbeltbekkasin,Vadefugle,90,870
2020,Ikast-Brande,Skovsneppe,Vadefugle,780,870
2020,Ikast-Brande,Blisgås,Gæs,2,149
2020,Ikast-Brande,Bramgås,Gæs,18,149
2020,Ikast-Brande,Canadagås,Gæs,0,149
2020,Ikast-Brande,Grågås,Gæs,119,149
2020,Ikast-Brande,Gås,Gæs,0,149
2020,Ikast-Brande,Kortnæbbet gås,Gæs,6,149
2020,Ikast-Brande,Nilgås,Gæs,4,149
2020,Ikast-Brande,Sædgås,Gæs,0,149
2020,Ikast-Brande,Dådyr,Hovdyr,46,1871
2020,Ikast-Brande,Krondyr,Hovdyr,623,1871
2020,Ikast-Brande,Muflon,Hovdyr,6,1871
2020,Ikast-Brande,Rådyr,Hovdyr,1190,1871
2020,Ikast-Brande,Sika,Hovdyr,6,1871
2020,Ikast-Brande,Vildsvin,Hovdyr,0,1871
2020,Ikast-Brande,Hare,Støttetandede,348,357
2020,Ikast-Brande,Kanin,Støttetandede,9,357
2020,Ikast-Brande,Husmår,Rovdyr,38,778
2020,Ikast-Brande,Ilder,Rovdyr,0,778
2020,Ikast-Brande,Mårhund,Rovdyr,137,778
2020,Ikast-Brande,Ræv,Rovdyr,603,778
2020,Ikast-Brande,Sumpbæver,Rovdyr,0,778
2020,Ikast-Brande,Husskade,Kragefugle,217,1067
2020,Ikast-Brande,Krage,Kragefugle,508,1067
2020,Ikast-Brande,Råge,Kragefugle,315,1067
2020,Ikast-Brande,Skarv,Kragefugle,27,1067
2020,Ikast-Brande,Måge,Måger,0,86
2020,Ikast-Brande,Sølvmåge,Måger,86,86
2020,Ikast-Brande,Ringdue,Duer,561,561
2020,Ikast-Brande,Tyrkerdue,Duer,0,561
2020,Ingen kommuneangivelse,Agerhøne,Hønsefugle,6,346
2020,Ingen kommuneangivelse,Fasan,Hønsefugle,340,346
2020,Ingen kommuneangivelse,Atlingand,Andefugle,0,179
2020,Ingen kommuneangivelse,Bjergand,Andefugle,0,179
2020,Ingen kommuneangivelse,Ederfugl,Andefugle,59,179
2020,Ingen kommuneangivelse,Fløjlsand,Andefugle,0,179
2020,Ingen kommuneangivelse,Gråand,Andefugle,98,179
2020,Ingen kommuneangivelse,Havlit,Andefugle,0,179
2020,Ingen kommuneangivelse,Hvinand,Andefugle,0,179
2020,Ingen kommuneangivelse,Knarand,Andefugle,8,179
2020,Ingen kommuneangivelse,Krikand,Andefugle,5,179
2020,Ingen kommuneangivelse,Pibeand,Andefugle,0,179
2020,Ingen kommuneangivelse,Skeand,Andefugle,0,179
2020,Ingen kommuneangivelse,Sortand,Andefugle,8,179
2020,Ingen kommuneangivelse,Spidsand,Andefugle,0,179
2020,Ingen kommuneangivelse,Taffeland,Andefugle,0,179
2020,Ingen kommuneangivelse,Troldand,Andefugle,1,179
2020,Ingen kommuneangivelse,Bekkasiner,Vadefugle,0,20
2020,Ingen kommuneangivelse,Blishøne,Vadefugle,15,20
2020,Ingen kommuneangivelse,Dobbeltbekkasin,Vadefugle,0,20
2020,Ingen kommuneangivelse,Skovsneppe,Vadefugle,5,20
2020,Ingen kommuneangivelse,Blisgås,Gæs,0,23
2020,Ingen kommuneangivelse,Bramgås,Gæs,4,23
2020,Ingen kommuneangivelse,Canadagås,Gæs,0,23
2020,Ingen kommuneangivelse,Grågås,Gæs,15,23
2020,Ingen kommuneangivelse,Gås,Gæs,0,23
2020,Ingen kommuneangivelse,Kortnæbbet gås,Gæs,4,23
2020,Ingen kommuneangivelse,Nilgås,Gæs,0,23
2020,Ingen kommuneangivelse,Sædgås,Gæs,0,23
2020,Ingen kommuneangivelse,Dådyr,Hovdyr,0,30
2020,Ingen kommuneangivelse,Krondyr,Hovdyr,2,30
2020,Ingen kommuneangivelse,Muflon,Hovdyr,1,30
2020,Ingen kommuneangivelse,Rådyr,Hovdyr,27,30
2020,Ingen kommuneangivelse,Sika,Hovdyr,0,30
2020,Ingen kommuneangivelse,Vildsvin,Hovdyr,0,30
2020,Ingen kommuneangivelse,Hare,Støttetandede,12,13
2020,Ingen kommuneangivelse,Kanin,Støttetandede,1,13
2020,Ingen kommuneangivelse,Husmår,Rovdyr,3,24
2020,Ingen kommuneangivelse,Ilder,Rovdyr,3,24
2020,Ingen kommuneangivelse,Mårhund,Rovdyr,2,24
2020,Ingen kommuneangivelse,Ræv,Rovdyr,16,24
2020,Ingen kommuneangivelse,Sumpbæver,Rovdyr,0,24
2020,Ingen kommuneangivelse,Husskade,Kragefugle,6,39
2020,Ingen kommuneangivelse,Krage,Kragefugle,26,39
2020,Ingen kommuneangivelse,Råge,Kragefugle,7,39
2020,Ingen kommuneangivelse,Skarv,Kragefugle,0,39
2020,Ingen kommuneangivelse,Måge,Måger,0,3
2020,Ingen kommuneangivelse,Sølvmåge,Måger,3,3
2020,Ingen kommuneangivelse,Ringdue,Duer,46,46
2020,Ingen kommuneangivelse,Tyrkerdue,Duer,0,46
2020,Ishøj,Agerhøne,Hønsefugle,44,280
2020,Ishøj,Fasan,Hønsefugle,236,280
2020,Ishøj,Atlingand,Andefugle,0,350
2020,Ishøj,Bjergand,Andefugle,0,350
2020,Ishøj,Ederfugl,Andefugle,0,350
2020,Ishøj,Fløjlsand,Andefugle,0,350
2020,Ishøj,Gråand,Andefugle,285,350
2020,Ishøj,Havlit,Andefugle,0,350
2020,Ishøj,Hvinand,Andefugle,4,350
2020,Ishøj,Knarand,Andefugle,0,350
2020,Ishøj,Krikand,Andefugle,59,350
2020,Ishøj,Pibeand,Andefugle,2,350
2020,Ishøj,Skeand,Andefugle,0,350
2020,Ishøj,Sortand,Andefugle,0,350
2020,Ishøj,Spidsand,Andefugle,0,350
2020,Ishøj,Taffeland,Andefugle,0,350
2020,Ishøj,Troldand,Andefugle,0,350
2020,Ishøj,Bekkasiner,Vadefugle,0,3
2020,Ishøj,Blishøne,Vadefugle,0,3
2020,Ishøj,Dobbeltbekkasin,Vadefugle,0,3
2020,Ishøj,Skovsneppe,Vadefugle,3,3
2020,Ishøj,Blisgås,Gæs,0,54
2020,Ishøj,Bramgås,Gæs,12,54
2020,Ishøj,Canadagås,Gæs,0,54
2020,Ishøj,Grågås,Gæs,42,54
2020,Ishøj,Gås,Gæs,0,54
2020,Ishøj,Kortnæbbet gås,Gæs,0,54
2020,Ishøj,Nilgås,Gæs,0,54
2020,Ishøj,Sædgås,Gæs,0,54
2020,Ishøj,Dådyr,Hovdyr,0,27
2020,Ishøj,Krondyr,Hovdyr,0,27
2020,Ishøj,Muflon,Hovdyr,0,27
2020,Ishøj,Rådyr,Hovdyr,27,27
2020,Ishøj,Sika,Hovdyr,0,27
2020,Ishøj,Vildsvin,Hovdyr,0,27
2020,Ishøj,Hare,Støttetandede,15,15
2020,Ishøj,Kanin,Støttetandede,0,15
2020,Ishøj,Husmår,Rovdyr,0,23
2020,Ishøj,Ilder,Rovdyr,0,23
2020,Ishøj,Mårhund,Rovdyr,0,23
2020,Ishøj,Ræv,Rovdyr,23,23
2020,Ishøj,Sumpbæver,Rovdyr,0,23
2020,Ishøj,Husskade,Kragefugle,105,228
2020,Ishøj,Krage,Kragefugle,123,228
2020,Ishøj,Råge,Kragefugle,0,228
2020,Ishøj,Skarv,Kragefugle,0,228
2020,Ishøj,Måge,Måger,0,0
2020,Ishøj,Sølvmåge,Måger,0,0
2020,Ishøj,Ringdue,Duer,747,747
2020,Ishøj,Tyrkerdue,Duer,0,747
2020,Jammerbugt,Agerhøne,Hønsefugle,116,3895
2020,Jammerbugt,Fasan,Hønsefugle,3779,3895
2020,Jammerbugt,Atlingand,Andefugle,17,9421
2020,Jammerbugt,Bjergand,Andefugle,0,9421
2020,Jammerbugt,Ederfugl,Andefugle,8,9421
2020,Jammerbugt,Fløjlsand,Andefugle,0,9421
2020,Jammerbugt,Gråand,Andefugle,4079,9421
2020,Jammerbugt,Havlit,Andefugle,0,9421
2020,Jammerbugt,Hvinand,Andefugle,135,9421
2020,Jammerbugt,Knarand,Andefugle,17,9421
2020,Jammerbugt,Krikand,Andefugle,2980,9421
2020,Jammerbugt,Pibeand,Andefugle,2085,9421
2020,Jammerbugt,Skeand,Andefugle,48,9421
2020,Jammerbugt,Sortand,Andefugle,2,9421
2020,Jammerbugt,Spidsand,Andefugle,35,9421
2020,Jammerbugt,Taffeland,Andefugle,0,9421
2020,Jammerbugt,Troldand,Andefugle,15,9421
2020,Jammerbugt,Bekkasiner,Vadefugle,0,1798
2020,Jammerbugt,Blishøne,Vadefugle,0,1798
2020,Jammerbugt,Dobbeltbekkasin,Vadefugle,263,1798
2020,Jammerbugt,Skovsneppe,Vadefugle,1535,1798
2020,Jammerbugt,Blisgås,Gæs,74,6094
2020,Jammerbugt,Bramgås,Gæs,434,6094
2020,Jammerbugt,Canadagås,Gæs,921,6094
2020,Jammerbugt,Grågås,Gæs,2566,6094
2020,Jammerbugt,Gås,Gæs,0,6094
2020,Jammerbugt,Kortnæbbet gås,Gæs,2094,6094
2020,Jammerbugt,Nilgås,Gæs,3,6094
2020,Jammerbugt,Sædgås,Gæs,2,6094
2020,Jammerbugt,Dådyr,Hovdyr,214,2534
2020,Jammerbugt,Krondyr,Hovdyr,304,2534
2020,Jammerbugt,Muflon,Hovdyr,3,2534
2020,Jammerbugt,Rådyr,Hovdyr,2011,2534
2020,Jammerbugt,Sika,Hovdyr,0,2534
2020,Jammerbugt,Vildsvin,Hovdyr,2,2534
2020,Jammerbugt,Hare,Støttetandede,283,284
2020,Jammerbugt,Kanin,Støttetandede,1,284
2020,Jammerbugt,Husmår,Rovdyr,45,650
2020,Jammerbugt,Ilder,Rovdyr,3,650
2020,Jammerbugt,Mårhund,Rovdyr,93,650
2020,Jammerbugt,Ræv,Rovdyr,509,650
2020,Jammerbugt,Sumpbæver,Rovdyr,0,650
2020,Jammerbugt,Husskade,Kragefugle,161,2036
2020,Jammerbugt,Krage,Kragefugle,1140,2036
